Year,Origin,Destination,Number,LongOrigin,LatOrigin,LongDest,LatDest
2020,Bosnia and Herzegovina,Andorra,0,17.679076,43.915886,1.601554,42.546245
2020,Bosnia and Herzegovina,Angola,0,17.679076,43.915886,17.873887,-11.202692
2020,Bosnia and Herzegovina,Anguilla,0,17.679076,43.915886,-63.068615,18.220554
2020,Bosnia and Herzegovina,Antigua and Barbuda,0,17.679076,43.915886,-61.796428,17.060816
2020,Bosnia and Herzegovina,Argentina,0,17.679076,43.915886,-63.616672,-38.416097
2020,Bosnia and Herzegovina,Armenia,0,17.679076,43.915886,45.038189,40.069099
2020,Bosnia and Herzegovina,Aruba,0,17.679076,43.915886,-69.968338,12.52111
2020,Bosnia and Herzegovina,Australia,38485,17.679076,43.915886,133.775136,-25.274398
2020,Bosnia and Herzegovina,Austria,168798,17.679076,43.915886,14.550072,47.516231
2020,Bosnia and Herzegovina,Azerbaijan,0,17.679076,43.915886,47.576927,40.143105
2020,Bosnia and Herzegovina,Bahamas,0,17.679076,43.915886,-77.39628,25.03428
2020,Bosnia and Herzegovina,Bahrain,0,17.679076,43.915886,50.637772,25.930414
2020,Bosnia and Herzegovina,Bangladesh,0,17.679076,43.915886,90.356331,23.684994
2020,Bosnia and Herzegovina,Barbados,0,17.679076,43.915886,-59.543198,13.193887
2020,Bosnia and Herzegovina,Belarus,0,17.679076,43.915886,27.953389,53.709807
2020,Bosnia and Herzegovina,Belgium,714,17.679076,43.915886,4.469936,50.503887
2020,Bosnia and Herzegovina,Belize,0,17.679076,43.915886,-88.49765,17.189877
2020,Bosnia and Herzegovina,Benin,0,17.679076,43.915886,2.315834,9.30769
2020,Bosnia and Herzegovina,Bermuda,0,17.679076,43.915886,-64.75737,32.321384
2020,Bosnia and Herzegovina,Bhutan,0,17.679076,43.915886,90.433601,27.514162
2020,Bosnia and Herzegovina,Bolivia,10,17.679076,43.915886,-63.588653,-16.290154
2020,Bosnia and Herzegovina,Bonaire Sint Eustatius and Saba,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Bosnia and Herzegovina,36042,17.679076,43.915886,17.679076,43.915886
2020,Bosnia and Herzegovina,Botswana,0,17.679076,43.915886,24.684866,-22.328474
2020,Bosnia and Herzegovina,Brazil,86,17.679076,43.915886,-51.92528,-14.235004
2020,Bosnia and Herzegovina,British Virgin Islands,0,17.679076,43.915886,-64.639968,18.420695
2020,Bosnia and Herzegovina,Brunei,0,17.679076,43.915886,114.727669,4.535277
2020,Bosnia and Herzegovina,Bulgaria,164,17.679076,43.915886,25.48583,42.733883
2020,Bosnia and Herzegovina,Burkina Faso,0,17.679076,43.915886,-1.561593,12.238333
2020,Bosnia and Herzegovina,Burundi,0,17.679076,43.915886,29.918886,-3.373056
2020,Bosnia and Herzegovina,Cambodia,0,17.679076,43.915886,104.990963,12.565679
2020,Bosnia and Herzegovina,Cameroon,0,17.679076,43.915886,12.354722,7.369722
2020,Bosnia and Herzegovina,Canada,38906,17.679076,43.915886,-106.346771,56.130366
2020,Bosnia and Herzegovina,Cape Verde,0,17.679076,43.915886,-24.013197,16.002082
2020,Bosnia and Herzegovina,Caribbean,5,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Cayman Islands,0,17.679076,43.915886,-80.566956,19.513469
2020,Bosnia and Herzegovina,Central African Republic,0,17.679076,43.915886,20.939444,6.611111
2020,Bosnia and Herzegovina,Chad,0,17.679076,43.915886,18.732207,15.454166
2020,Bosnia and Herzegovina,Channel Islands,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Chile,0,17.679076,43.915886,-71.542969,-35.675147
2020,Bosnia and Herzegovina,China,0,17.679076,43.915886,104.195397,35.86166
2020,Bosnia and Herzegovina,Colombia,0,17.679076,43.915886,-74.297333,4.570868
2020,Bosnia and Herzegovina,Comoros,0,17.679076,43.915886,43.872219,-11.875001
2020,Bosnia and Herzegovina,Congo,0,17.679076,43.915886,21.758664,-4.038333
2020,Bosnia and Herzegovina,Cook Islands,0,17.679076,43.915886,-159.777671,-21.236736
2020,Bosnia and Herzegovina,Costa Rica,0,17.679076,43.915886,-83.753428,9.748917
2020,Bosnia and Herzegovina,Cote d'Ivoire,0,17.679076,43.915886,-5.54708,7.539989
2020,Bosnia and Herzegovina,Croatia,381100,17.679076,43.915886,15.2,45.1
2020,Bosnia and Herzegovina,Cuba,0,17.679076,43.915886,-77.781167,21.521757
2020,Bosnia and Herzegovina,Curacao,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Cyprus,65,17.679076,43.915886,33.429859,35.126413
2020,Bosnia and Herzegovina,Czechia,3178,17.679076,43.915886,15.472962,49.817492
2020,Bosnia and Herzegovina,Democratic Republic of Congo,0,17.679076,43.915886,15.827659,-0.228021
2020,Bosnia and Herzegovina,Denmark,17182,17.679076,43.915886,9.501785,56.26392
2020,Bosnia and Herzegovina,Djibouti,0,17.679076,43.915886,42.590275,11.825138
2020,Bosnia and Herzegovina,Dominica,0,17.679076,43.915886,-61.370976,15.414999
2020,Bosnia and Herzegovina,Dominican Republic,5,17.679076,43.915886,-70.162651,18.735693
2020,Bosnia and Herzegovina,Ecuador,0,17.679076,43.915886,-78.183406,-1.831239
2020,Bosnia and Herzegovina,Egypt,61,17.679076,43.915886,30.802498,26.820553
2020,Bosnia and Herzegovina,El Salvador,0,17.679076,43.915886,-88.89653,13.794185
2020,Bosnia and Herzegovina,Equatorial Guinea,0,17.679076,43.915886,10.267895,1.650801
2020,Bosnia and Herzegovina,Eritrea,0,17.679076,43.915886,39.782334,15.179384
2020,Bosnia and Herzegovina,Estonia,2,17.679076,43.915886,25.013607,58.595272
2020,Bosnia and Herzegovina,Eswatini,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Ethiopia,0,17.679076,43.915886,40.489673,9.145
2020,Bosnia and Herzegovina,Faeroe Islands,0,17.679076,43.915886,-6.911806,61.892635
2020,Bosnia and Herzegovina,Falkland Islands,0,17.679076,43.915886,-59.523613,-51.796253
2020,Bosnia and Herzegovina,Fiji,0,17.679076,43.915886,179.414413,-16.578193
2020,Bosnia and Herzegovina,Finland,811,17.679076,43.915886,25.748151,61.92411
2020,Bosnia and Herzegovina,France,15944,17.679076,43.915886,2.213749,46.227638
2020,Bosnia and Herzegovina,French Guiana,0,17.679076,43.915886,-53.125782,3.933889
2020,Bosnia and Herzegovina,French Polynesia,0,17.679076,43.915886,-149.406843,-17.679742
2020,Bosnia and Herzegovina,Gabon,0,17.679076,43.915886,11.609444,-0.803689
2020,Bosnia and Herzegovina,Gambia,0,17.679076,43.915886,-15.310139,13.443182
2020,Bosnia and Herzegovina,Georgia,0,17.679076,43.915886,43.356892,42.315407
2020,Bosnia and Herzegovina,Germany,221720,17.679076,43.915886,10.451526,51.165691
2020,Bosnia and Herzegovina,Ghana,0,17.679076,43.915886,-1.023194,7.946527
2020,Bosnia and Herzegovina,Gibraltar,0,17.679076,43.915886,-5.345374,36.137741
2020,Bosnia and Herzegovina,Greece,446,17.679076,43.915886,21.824312,39.074208
2020,Bosnia and Herzegovina,Greenland,0,17.679076,43.915886,-42.604303,71.706936
2020,Bosnia and Herzegovina,Grenada,0,17.679076,43.915886,-61.604171,12.262776
2020,Bosnia and Herzegovina,Guadeloupe,0,17.679076,43.915886,-62.067641,16.995971
2020,Bosnia and Herzegovina,Guam,0,17.679076,43.915886,144.793731,13.444304
2020,Bosnia and Herzegovina,Guatemala,0,17.679076,43.915886,-90.230759,15.783471
2020,Bosnia and Herzegovina,Guinea,0,17.679076,43.915886,-9.696645,9.945587
2020,Bosnia and Herzegovina,Guinea-Bissau,0,17.679076,43.915886,-15.180413,11.803749
2020,Bosnia and Herzegovina,Guyana,0,17.679076,43.915886,-58.93018,4.860416
2020,Bosnia and Herzegovina,Haiti,0,17.679076,43.915886,-72.285215,18.971187
2020,Bosnia and Herzegovina,Honduras,0,17.679076,43.915886,-86.241905,15.199999
2020,Bosnia and Herzegovina,Hong Kong,0,17.679076,43.915886,114.109497,22.396428
2020,Bosnia and Herzegovina,Hungary,438,17.679076,43.915886,19.503304,47.162494
2020,Bosnia and Herzegovina,Iceland,273,17.679076,43.915886,-19.020835,64.963051
2020,Bosnia and Herzegovina,India,0,17.679076,43.915886,78.96288,20.593684
2020,Bosnia and Herzegovina,Indonesia,0,17.679076,43.915886,113.921327,-0.789275
2020,Bosnia and Herzegovina,Iran,0,17.679076,43.915886,53.688046,32.427908
2020,Bosnia and Herzegovina,Iraq,0,17.679076,43.915886,43.679291,33.223191
2020,Bosnia and Herzegovina,Ireland,732,17.679076,43.915886,-8.24389,53.41291
2020,Bosnia and Herzegovina,Isle of Man,0,17.679076,43.915886,-4.548056,54.236107
2020,Bosnia and Herzegovina,Israel,0,17.679076,43.915886,34.851612,31.046051
2020,Bosnia and Herzegovina,Italy,29487,17.679076,43.915886,12.56738,41.87194
2020,Bosnia and Herzegovina,Jamaica,0,17.679076,43.915886,-77.297508,18.109581
2020,Bosnia and Herzegovina,Japan,0,17.679076,43.915886,138.252924,36.204824
2020,Bosnia and Herzegovina,Jordan,59,17.679076,43.915886,36.238414,30.585164
2020,Bosnia and Herzegovina,Kazakhstan,0,17.679076,43.915886,66.923684,48.019573
2020,Bosnia and Herzegovina,Kenya,0,17.679076,43.915886,37.906193,-0.023559
2020,Bosnia and Herzegovina,Kiribati,0,17.679076,43.915886,-168.734039,-3.370417
2020,Bosnia and Herzegovina,Kuwait,0,17.679076,43.915886,47.481766,29.31166
2020,Bosnia and Herzegovina,Kyrgyzstan,0,17.679076,43.915886,74.766098,41.20438
2020,Bosnia and Herzegovina,Laos,0,17.679076,43.915886,102.495496,19.85627
2020,Bosnia and Herzegovina,Latvia,9,17.679076,43.915886,24.603189,56.879635
2020,Bosnia and Herzegovina,Lebanon,0,17.679076,43.915886,35.862285,33.854721
2020,Bosnia and Herzegovina,Lesotho,0,17.679076,43.915886,28.233608,-29.609988
2020,Bosnia and Herzegovina,Liberia,0,17.679076,43.915886,-9.429499,6.428055
2020,Bosnia and Herzegovina,Libya,351,17.679076,43.915886,17.228331,26.3351
2020,Bosnia and Herzegovina,Liechtenstein,299,17.679076,43.915886,9.555373,47.166
2020,Bosnia and Herzegovina,Lithuania,2,17.679076,43.915886,23.881275,55.169438
2020,Bosnia and Herzegovina,Luxembourg,2732,17.679076,43.915886,6.129583,49.815273
2020,Bosnia and Herzegovina,Macao,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Madagascar,0,17.679076,43.915886,46.869107,-18.766947
2020,Bosnia and Herzegovina,Malawi,0,17.679076,43.915886,34.301525,-13.254308
2020,Bosnia and Herzegovina,Malaysia,0,17.679076,43.915886,101.975766,4.210484
2020,Bosnia and Herzegovina,Maldives,0,17.679076,43.915886,73.22068,3.202778
2020,Bosnia and Herzegovina,Mali,0,17.679076,43.915886,-3.996166,17.570692
2020,Bosnia and Herzegovina,Malta,494,17.679076,43.915886,14.375416,35.937496
2020,Bosnia and Herzegovina,Marshall Islands,0,17.679076,43.915886,171.184478,7.131474
2020,Bosnia and Herzegovina,Martinique,0,17.679076,43.915886,-61.024174,14.641528
2020,Bosnia and Herzegovina,Mauritania,0,17.679076,43.915886,-10.940835,21.00789
2020,Bosnia and Herzegovina,Mauritius,0,17.679076,43.915886,57.552152,-20.348404
2020,Bosnia and Herzegovina,Mayotte,0,17.679076,43.915886,45.166244,-12.8275
2020,Bosnia and Herzegovina,Mexico,0,17.679076,43.915886,-102.552784,23.634501
2020,Bosnia and Herzegovina,Micronesia (country),0,17.679076,43.915886,150.550812,7.425554
2020,Bosnia and Herzegovina,Moldova,0,17.679076,43.915886,28.369885,47.411631
2020,Bosnia and Herzegovina,Monaco,0,17.679076,43.915886,7.412841,43.750298
2020,Bosnia and Herzegovina,Mongolia,0,17.679076,43.915886,103.846656,46.862496
2020,Bosnia and Herzegovina,Montenegro,32126,17.679076,43.915886,19.37439,42.708678
2020,Bosnia and Herzegovina,Montserrat,0,17.679076,43.915886,-62.187366,16.742498
2020,Bosnia and Herzegovina,Morocco,0,17.679076,43.915886,-7.09262,31.791702
2020,Bosnia and Herzegovina,Mozambique,0,17.679076,43.915886,35.529562,-18.665695
2020,Bosnia and Herzegovina,Myanmar,0,17.679076,43.915886,95.956223,21.913965
2020,Bosnia and Herzegovina,Namibia,0,17.679076,43.915886,18.49041,-22.95764
2020,Bosnia and Herzegovina,Nauru,0,17.679076,43.915886,166.931503,-0.522778
2020,Bosnia and Herzegovina,Nepal,0,17.679076,43.915886,84.124008,28.394857
2020,Bosnia and Herzegovina,Netherlands,1059,17.679076,43.915886,5.291266,52.132633
2020,Bosnia and Herzegovina,New Caledonia,0,17.679076,43.915886,165.618042,-20.904305
2020,Bosnia and Herzegovina,New Zealand,0,17.679076,43.915886,174.885971,-40.900557
2020,Bosnia and Herzegovina,Nicaragua,0,17.679076,43.915886,-85.207229,12.865416
2020,Bosnia and Herzegovina,Niger,0,17.679076,43.915886,8.081666,17.607789
2020,Bosnia and Herzegovina,Nigeria,0,17.679076,43.915886,8.675277,9.081999
2020,Bosnia and Herzegovina,Niue,0,17.679076,43.915886,-169.867233,-19.054445
2020,Bosnia and Herzegovina,North Korea,0,17.679076,43.915886,127.510093,40.339852
2020,Bosnia and Herzegovina,North Macedonia,8750,17.679076,43.915886,21.745275,41.608635
2020,Bosnia and Herzegovina,Northern Mariana Islands,0,17.679076,43.915886,145.38469,17.33083
2020,Bosnia and Herzegovina,Norway,13946,17.679076,43.915886,8.468946,60.472024
2020,Bosnia and Herzegovina,Oman,0,17.679076,43.915886,55.923255,21.512583
2020,Bosnia and Herzegovina,Pakistan,0,17.679076,43.915886,69.345116,30.375321
2020,Bosnia and Herzegovina,Palau,0,17.679076,43.915886,134.58252,7.51498
2020,Bosnia and Herzegovina,Palestine,0,17.679076,43.915886,35.233154,31.952162
2020,Bosnia and Herzegovina,Panama,0,17.679076,43.915886,-80.782127,8.537981
2020,Bosnia and Herzegovina,Papua New Guinea,0,17.679076,43.915886,143.95555,-6.314993
2020,Bosnia and Herzegovina,Paraguay,0,17.679076,43.915886,-58.443832,-23.442503
2020,Bosnia and Herzegovina,Peru,0,17.679076,43.915886,-75.015152,-9.189967
2020,Bosnia and Herzegovina,Philippines,0,17.679076,43.915886,121.774017,12.879721
2020,Bosnia and Herzegovina,Poland,4584,17.679076,43.915886,19.145136,51.919438
2020,Bosnia and Herzegovina,Polynesia,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Portugal,46,17.679076,43.915886,-8.224454,39.399872
2020,Bosnia and Herzegovina,Puerto Rico,0,17.679076,43.915886,-66.590149,18.220833
2020,Bosnia and Herzegovina,Qatar,0,17.679076,43.915886,51.183884,25.354826
2020,Bosnia and Herzegovina,Reunion,0,17.679076,43.915886,55.536384,-21.115141
2020,Bosnia and Herzegovina,Romania,160,17.679076,43.915886,24.96676,45.943161
2020,Bosnia and Herzegovina,Russia,513,17.679076,43.915886,105.318756,61.52401
2020,Bosnia and Herzegovina,Rwanda,0,17.679076,43.915886,29.873888,-1.940278
2020,Bosnia and Herzegovina,Saint Barthlemy,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Saint Helena,0,17.679076,43.915886,-10.030696,-24.143474
2020,Bosnia and Herzegovina,Saint Kitts and Nevis,0,17.679076,43.915886,-62.782998,17.357822
2020,Bosnia and Herzegovina,Saint Lucia,0,17.679076,43.915886,-60.978893,13.909444
2020,Bosnia and Herzegovina,Saint Martin (French part),0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Saint Pierre and Miquelon,0,17.679076,43.915886,-56.27111,46.941936
2020,Bosnia and Herzegovina,Saint Vincent and the Grenadines,0,17.679076,43.915886,-61.287228,12.984305
2020,Bosnia and Herzegovina,Samoa,0,17.679076,43.915886,-172.104629,-13.759029
2020,Bosnia and Herzegovina,San Marino,0,17.679076,43.915886,12.457777,43.94236
2020,Bosnia and Herzegovina,Sao Tome and Principe,0,17.679076,43.915886,6.613081,0.18636
2020,Bosnia and Herzegovina,Saudi Arabia,0,17.679076,43.915886,45.079162,23.885942
2020,Bosnia and Herzegovina,Senegal,0,17.679076,43.915886,-14.452362,14.497401
2020,Bosnia and Herzegovina,Serbia,342526,17.679076,43.915886,21.005859,44.016521
2020,Bosnia and Herzegovina,Seychelles,0,17.679076,43.915886,55.491977,-4.679574
2020,Bosnia and Herzegovina,Sierra Leone,0,17.679076,43.915886,-11.779889,8.460555
2020,Bosnia and Herzegovina,Singapore,0,17.679076,43.915886,103.819836,1.352083
2020,Bosnia and Herzegovina,Sint Maarten (Dutch part),0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Slovakia,463,17.679076,43.915886,19.699024,48.669026
2020,Bosnia and Herzegovina,Slovenia,122235,17.679076,43.915886,14.995463,46.151241
2020,Bosnia and Herzegovina,Solomon Islands,0,17.679076,43.915886,160.156194,-9.64571
2020,Bosnia and Herzegovina,Somalia,0,17.679076,43.915886,46.199616,5.152149
2020,Bosnia and Herzegovina,South Africa,243,17.679076,43.915886,22.937506,-30.559482
2020,Bosnia and Herzegovina,South Korea,0,17.679076,43.915886,127.766922,35.907757
2020,Bosnia and Herzegovina,South Sudan,0,17.679076,43.915886,30.217636,12.862807
2020,Bosnia and Herzegovina,Spain,2858,17.679076,43.915886,-3.74922,40.463667
2020,Bosnia and Herzegovina,Sri Lanka,0,17.679076,43.915886,80.771797,7.873054
2020,Bosnia and Herzegovina,Sudan,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Suriname,0,17.679076,43.915886,-56.027783,3.919305
2020,Bosnia and Herzegovina,Sweden,60912,17.679076,43.915886,18.643501,60.128161
2020,Bosnia and Herzegovina,Switzerland,57678,17.679076,43.915886,8.227512,46.818188
2020,Bosnia and Herzegovina,Syria,0,17.679076,43.915886,38.996815,34.802075
2020,Bosnia and Herzegovina,Taiwan,0,17.679076,43.915886,120.960515,23.69781
2020,Bosnia and Herzegovina,Tajikistan,0,17.679076,43.915886,71.276093,38.861034
2020,Bosnia and Herzegovina,Tanzania,0,17.679076,43.915886,34.888822,-6.369028
2020,Bosnia and Herzegovina,Thailand,0,17.679076,43.915886,100.992541,15.870032
2020,Bosnia and Herzegovina,Timor-Leste,0,17.679076,43.915886,125.727539,-8.874217
2020,Bosnia and Herzegovina,Togo,0,17.679076,43.915886,0.824782,8.619543
2020,Bosnia and Herzegovina,Tokelau,0,17.679076,43.915886,-171.855881,-8.967363
2020,Bosnia and Herzegovina,Tonga,0,17.679076,43.915886,-175.198242,-21.178986
2020,Bosnia and Herzegovina,Trinidad and Tobago,0,17.679076,43.915886,-61.222503,10.691803
2020,Bosnia and Herzegovina,Tunisia,0,17.679076,43.915886,9.537499,33.886917
2020,Bosnia and Herzegovina,Turkey,3253,17.679076,43.915886,35.243322,38.963745
2020,Bosnia and Herzegovina,Turkmenistan,0,17.679076,43.915886,59.556278,38.969719
2020,Bosnia and Herzegovina,Turks and Caicos Islands,0,17.679076,43.915886,-71.797928,21.694025
2020,Bosnia and Herzegovina,Tuvalu,0,17.679076,43.915886,177.64933,-7.109535
2020,Bosnia and Herzegovina,Uganda,0,17.679076,43.915886,32.290275,1.373333
2020,Bosnia and Herzegovina,Ukraine,0,17.679076,43.915886,31.16558,48.379433
2020,Bosnia and Herzegovina,United Arab Emirates,0,17.679076,43.915886,53.847818,23.424076
2020,Bosnia and Herzegovina,United Kingdom,9576,17.679076,43.915886,-3.435973,55.378051
2020,Bosnia and Herzegovina,United States,104136,17.679076,43.915886,-95.712891,37.09024
2020,Bosnia and Herzegovina,United States Virgin Islands,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Uruguay,0,17.679076,43.915886,-55.765835,-32.522779
2020,Bosnia and Herzegovina,Uzbekistan,0,17.679076,43.915886,64.585262,41.377491
2020,Bosnia and Herzegovina,Vanuatu,0,17.679076,43.915886,166.959158,-15.376706
2020,Bosnia and Herzegovina,Vatican,0,17.679076,43.915886,#N/A,#N/A
2020,Bosnia and Herzegovina,Venezuela,22,17.679076,43.915886,-66.58973,6.42375
2020,Bosnia and Herzegovina,Vietnam,0,17.679076,43.915886,108.277199,14.058324
2020,Bosnia and Herzegovina,Wallis and Futuna,0,17.679076,43.915886,-177.156097,-13.768752
2020,Bosnia and Herzegovina,Western Sahara,0,17.679076,43.915886,-12.885834,24.215527
2020,Bosnia and Herzegovina,Yemen,0,17.679076,43.915886,48.516388,15.552727
2020,Bosnia and Herzegovina,Zambia,0,17.679076,43.915886,27.849332,-13.133897
2020,Bosnia and Herzegovina,Zimbabwe,0,17.679076,43.915886,29.154857,-19.015438
2020,Botswana,Afghanistan,0,24.684866,-22.328474,67.709953,33.93911
2020,Botswana,Albania,0,24.684866,-22.328474,20.168331,41.153332
2020,Botswana,Algeria,0,24.684866,-22.328474,1.659626,28.033886
2020,Botswana,American Samoa,0,24.684866,-22.328474,-170.132217,-14.270972
2020,Botswana,Andorra,0,24.684866,-22.328474,1.601554,42.546245
2020,Botswana,Angola,0,24.684866,-22.328474,17.873887,-11.202692
2020,Botswana,Anguilla,0,24.684866,-22.328474,-63.068615,18.220554
2020,Botswana,Antigua and Barbuda,0,24.684866,-22.328474,-61.796428,17.060816
2020,Botswana,Argentina,0,24.684866,-22.328474,-63.616672,-38.416097
2020,Botswana,Armenia,0,24.684866,-22.328474,45.038189,40.069099
2020,Botswana,Aruba,0,24.684866,-22.328474,-69.968338,12.52111
2020,Botswana,Australia,1539,24.684866,-22.328474,133.775136,-25.274398
2020,Botswana,Austria,23,24.684866,-22.328474,14.550072,47.516231
2020,Botswana,Azerbaijan,0,24.684866,-22.328474,47.576927,40.143105
2020,Botswana,Bahamas,13,24.684866,-22.328474,-77.39628,25.03428
2020,Botswana,Bahrain,0,24.684866,-22.328474,50.637772,25.930414
2020,Botswana,Bangladesh,0,24.684866,-22.328474,90.356331,23.684994
2020,Botswana,Barbados,0,24.684866,-22.328474,-59.543198,13.193887
2020,Botswana,Belarus,0,24.684866,-22.328474,27.953389,53.709807
2020,Botswana,Belgium,38,24.684866,-22.328474,4.469936,50.503887
2020,Botswana,Belize,0,24.684866,-22.328474,-88.49765,17.189877
2020,Botswana,Benin,0,24.684866,-22.328474,2.315834,9.30769
2020,Botswana,Bermuda,0,24.684866,-22.328474,-64.75737,32.321384
2020,Botswana,Bhutan,0,24.684866,-22.328474,90.433601,27.514162
2020,Botswana,Bolivia,0,24.684866,-22.328474,-63.588653,-16.290154
2020,Botswana,Bonaire Sint Eustatius and Saba,0,24.684866,-22.328474,#N/A,#N/A
2020,Botswana,Bosnia and Herzegovina,0,24.684866,-22.328474,17.679076,43.915886
2020,Botswana,Botswana,110268,24.684866,-22.328474,24.684866,-22.328474
2020,Botswana,Brazil,0,24.684866,-22.328474,-51.92528,-14.235004
2020,Botswana,British Virgin Islands,0,24.684866,-22.328474,-64.639968,18.420695
2020,Botswana,Brunei,0,24.684866,-22.328474,114.727669,4.535277
2020,Botswana,Bulgaria,26,24.684866,-22.328474,25.48583,42.733883
2020,Botswana,Burkina Faso,0,24.684866,-22.328474,-1.561593,12.238333
2020,Botswana,Burundi,0,24.684866,-22.328474,29.918886,-3.373056
2020,Botswana,Cambodia,0,24.684866,-22.328474,104.990963,12.565679
2020,Botswana,Cameroon,0,24.684866,-22.328474,12.354722,7.369722
2020,Botswana,Canada,913,24.684866,-22.328474,-106.346771,56.130366
2020,Botswana,Cape Verde,0,24.684866,-22.328474,-24.013197,16.002082
2020,Botswana,Caribbean,13,24.684866,-22.328474,#N/A,#N/A
2020,Botswana,Cayman Islands,0,24.684866,-22.328474,-80.566956,19.513469
2020,Botswana,Central African Republic,0,24.684866,-22.328474,20.939444,6.611111
2020,Botswana,Chad,0,24.684866,-22.328474,18.732207,15.454166
2020,Botswana,Channel Islands,0,24.684866,-22.328474,#N/A,#N/A
2020,Botswana,Chile,0,24.684866,-22.328474,-71.542969,-35.675147
2020,Botswana,China,0,24.684866,-22.328474,104.195397,35.86166
2020,Botswana,Colombia,0,24.684866,-22.328474,-74.297333,4.570868
2020,Botswana,Comoros,0,24.684866,-22.328474,43.872219,-11.875001
2020,Botswana,Congo,0,24.684866,-22.328474,21.758664,-4.038333
2020,Botswana,Cook Islands,0,24.684866,-22.328474,-159.777671,-21.236736
2020,Botswana,Costa Rica,0,24.684866,-22.328474,-83.753428,9.748917
2020,Botswana,Cote d'Ivoire,0,24.684866,-22.328474,-5.54708,7.539989
2020,Botswana,Croatia,0,24.684866,-22.328474,15.2,45.1
2020,Botswana,Cuba,0,24.684866,-22.328474,-77.781167,21.521757
2020,Botswana,Curacao,0,24.684866,-22.328474,#N/A,#N/A
2020,Botswana,Cyprus,6,24.684866,-22.328474,33.429859,35.126413
2020,Botswana,Czechia,30,24.684866,-22.328474,15.472962,49.817492
2020,Botswana,Democratic Republic of Congo,0,24.684866,-22.328474,15.827659,-0.228021
2020,Botswana,Denmark,67,24.684866,-22.328474,9.501785,56.26392
2020,Botswana,Djibouti,0,24.684866,-22.328474,42.590275,11.825138
2020,Botswana,Dominica,0,24.684866,-22.328474,-61.370976,15.414999
2020,Botswana,Dominican Republic,0,24.684866,-22.328474,-70.162651,18.735693
2020,Botswana,Ecuador,0,24.684866,-22.328474,-78.183406,-1.831239
2020,Botswana,Egypt,0,24.684866,-22.328474,30.802498,26.820553
2020,Botswana,El Salvador,0,24.684866,-22.328474,-88.89653,13.794185
2020,Botswana,Equatorial Guinea,0,24.684866,-22.328474,10.267895,1.650801
2020,Botswana,Eritrea,0,24.684866,-22.328474,39.782334,15.179384
2020,Botswana,Estonia,0,24.684866,-22.328474,25.013607,58.595272
2020,Botswana,Eswatini,39,24.684866,-22.328474,#N/A,#N/A
2020,Botswana,Ethiopia,0,24.684866,-22.328474,40.489673,9.145
2020,Botswana,Faeroe Islands,0,24.684866,-22.328474,-6.911806,61.892635
2020,Botswana,Falkland Islands,0,24.684866,-22.328474,-59.523613,-51.796253
2020,Botswana,Fiji,0,24.684866,-22.328474,179.414413,-16.578193
2020,Botswana,Finland,19,24.684866,-22.328474,25.748151,61.92411
2020,Botswana,France,43,24.684866,-22.328474,2.213749,46.227638
2020,Botswana,French Guiana,0,24.684866,-22.328474,-53.125782,3.933889
2020,Botswana,French Polynesia,0,24.684866,-22.328474,-149.406843,-17.679742
2020,Botswana,Gabon,0,24.684866,-22.328474,11.609444,-0.803689
2020,Botswana,Gambia,0,24.684866,-22.328474,-15.310139,13.443182
2020,Botswana,Georgia,0,24.684866,-22.328474,43.356892,42.315407
2020,Botswana,Germany,0,24.684866,-22.328474,10.451526,51.165691
2020,Botswana,Ghana,0,24.684866,-22.328474,-1.023194,7.946527
2020,Botswana,Gibraltar,0,24.684866,-22.328474,-5.345374,36.137741
2020,Botswana,Greece,5,24.684866,-22.328474,21.824312,39.074208
2020,Botswana,Greenland,0,24.684866,-22.328474,-42.604303,71.706936
2020,Botswana,Grenada,0,24.684866,-22.328474,-61.604171,12.262776
2020,Botswana,Guadeloupe,0,24.684866,-22.328474,-62.067641,16.995971
2020,Botswana,Guam,0,24.684866,-22.328474,144.793731,13.444304
2020,Botswana,Guatemala,0,24.684866,-22.328474,-90.230759,15.783471
2020,Botswana,Guinea,46,24.684866,-22.328474,-9.696645,9.945587
2020,Botswana,Guinea-Bissau,0,24.684866,-22.328474,-15.180413,11.803749
2020,Botswana,Guyana,0,24.684866,-22.328474,-58.93018,4.860416
2020,Botswana,Haiti,0,24.684866,-22.328474,-72.285215,18.971187
2020,Botswana,Honduras,0,24.684866,-22.328474,-86.241905,15.199999
